Best trial value: 0.06463124061801206
Best hyperparameters: {'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.423477080271497e-05, 'num_neurons': 146, 'l1_reg': 0.0005181947193645403, 'l2_reg': 9.731243450898303e-06}

All trial results:
Trial 0: Value=0.27558485586377646, Params={'optimizer': 'SGD', 'activation_function': 'silu', 'learning_rate': 0.0005857058549580344, 'num_neurons': 14, 'l1_reg': 5.406238592074009e-05, 'l2_reg': 0.22678087292035196}
Trial 589: Value=0.11375670262390673, Params={'optimizer': 'AdamW', 'activation_function': 'elu', 'learning_rate': 5.213894575085196e-05, 'num_neurons': 153, 'l1_reg': 0.0005337785579191504, 'l2_reg': 3.2467268907940948e-06}
Trial 590: Value=0.07564232201273596, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.154202615489084e-05, 'num_neurons': 138, 'l1_reg': 0.0007911212513202447, 'l2_reg': 1.9926649145211256e-06}
Trial 591: Value=0.10362196215970874, Params={'optimizer': 'RMSprop', 'activation_function': 'tanh', 'learning_rate': 5.966724288837112e-05, 'num_neurons': 113, 'l1_reg': 0.00047668597612070523, 'l2_reg': 2.315617132558298e-06}
Trial 592: Value=0.11650419885687946, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.001811992757896645, 'num_neurons': 159, 'l1_reg': 0.0009123900492299192, 'l2_reg': 1.5236473225020494e-06}
Trial 593: Value=0.13965717883591083, Params={'optimizer': 'Adamax', 'activation_function': 'relu', 'learning_rate': 4.627171201625167e-05, 'num_neurons': 146, 'l1_reg': 0.0021242308826461263, 'l2_reg': 8.00679798944226e-07}
Trial 594: Value=0.07875573225681927, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 3.43310652756608e-05, 'num_neurons': 129, 'l1_reg': 0.0006177170852988582, 'l2_reg': 5.5062798798514465e-06}
Trial 595: Value=1.001993525538344, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.349426844424909e-05, 'num_neurons': 166, 'l1_reg': 8.449247776457755, 'l2_reg': 3.5181936905856994e-06}
Trial 596: Value=0.16160853489155405, Params={'optimizer': 'RMSprop', 'activation_function': 'gelu', 'learning_rate': 5.3601150893562e-05, 'num_neurons': 12, 'l1_reg': 0.00038550009718719, 'l2_reg': 6.0704981333359956e-06}
Trial 597: Value=2.2461867473313304, Params={'optimizer': 'Adadelta', 'activation_function': 'relu', 'learning_rate': 3.8770743727265655e-05, 'num_neurons': 139, 'l1_reg': 0.00019107408896363884, 'l2_reg': 7.063289304026097e-06}
Trial 598: Value=0.0803546626279259, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.9428272284285594e-05, 'num_neurons': 153, 'l1_reg': 0.0011312079457281219, 'l2_reg': 2.456190163534446e-06}
Trial 599: Value=0.07148313361166897, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.745933633296992e-05, 'num_neurons': 124, 'l1_reg': 0.0004426215907008553, 'l2_reg': 3.86491198091334e-06}
Trial 600: Value=0.07223642259957863, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.913712912518336e-05, 'num_neurons': 171, 'l1_reg': 0.0006818203147478472, 'l2_reg': 5.359875342946418e-06}
Trial 601: Value=0.7139989315076175, Params={'optimizer': 'Adagrad', 'activation_function': 'relu', 'learning_rate': 5.372203313165437e-05, 'num_neurons': 151, 'l1_reg': 0.000264256820408796, 'l2_reg': 8.197514480307076e-06}
Trial 602: Value=0.07133752365714056, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.2766894610424914e-05, 'num_neurons': 137, 'l1_reg': 0.00043104215644641775, 'l2_reg': 1.3559315804656991e-06}
Trial 603: Value=0.07388125907770793, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.368833861585075e-05, 'num_neurons': 160, 'l1_reg': 0.0008317975625857121, 'l2_reg': 8.111997555815656e-06}
Trial 604: Value=0.14482779069347304, Params={'optimizer': 'RMSprop', 'activation_function': 'sigmoid', 'learning_rate': 3.083792915147642e-05, 'num_neurons': 113, 'l1_reg': 0.0031469142894508654, 'l2_reg': 6.842557575199806e-07}
Trial 605: Value=0.09331871344840596, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.119421197584447e-05, 'num_neurons': 175, 'l1_reg': 0.0016664983315365736, 'l2_reg': 2.9992768547762175e-06}
Trial 606: Value=0.08509231133535106, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.0117495173763404e-05, 'num_neurons': 144, 'l1_reg': 0.00015455338361078938, 'l2_reg': 4.681397722728078e-06}
Trial 607: Value=0.1149968760075392, Params={'optimizer': 'RMSprop', 'activation_function': 'mish', 'learning_rate': 3.815434311531158e-05, 'num_neurons': 130, 'l1_reg': 0.0003159910089394023, 'l2_reg': 0.028080408686770825}
Trial 608: Value=0.0923810397696191, Params={'optimizer': 'Lion', 'activation_function': 'relu', 'learning_rate': 6.642772411513129e-05, 'num_neurons': 162, 'l1_reg': 0.0005255860407938083, 'l2_reg': 7.509824304309248e-06}
Trial 609: Value=0.0838951265402001, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.660908756359876e-05, 'num_neurons': 120, 'l1_reg': 0.0002275089687707848, 'l2_reg': 1.8204383913385868e-06}
Trial 610: Value=0.07881728779630652, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.246249751222094e-05, 'num_neurons': 150, 'l1_reg': 0.0010362994540474109, 'l2_reg': 1.0745372420630497e-05}
Trial 611: Value=0.0694303035703198, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.5102150385073693e-05, 'num_neurons': 176, 'l1_reg': 0.0004757620042385584, 'l2_reg': 4.81766236132911e-06}
Trial 612: Value=0.1518588407780401, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.033579004779896e-05, 'num_neurons': 179, 'l1_reg': 0.04327455557623256, 'l2_reg': 2.9069358536380085e-06}
Trial 613: Value=0.10312722966122116, Params={'optimizer': 'RMSprop', 'activation_function': 'silu', 'learning_rate': 3.568477783672307e-05, 'num_neurons': 199, 'l1_reg': 0.0006834873818233959, 'l2_reg': 4.292557125757645e-06}
Trial 614: Value=0.5270618761229663, Params={'optimizer': 'SGD', 'activation_function': 'relu', 'learning_rate': 5.3138436312592804e-05, 'num_neurons': 172, 'l1_reg': 0.001093503745573006, 'l2_reg': 5.135700245791629e-06}
Trial 615: Value=0.0703658534956112, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.087003267935464e-05, 'num_neurons': 187, 'l1_reg': 0.0005539334811052034, 'l2_reg': 2.38553032472528e-06}
Trial 616: Value=0.09682588205630523, Params={'optimizer': 'Adam', 'activation_function': 'relu', 'learning_rate': 6.055378472321848e-05, 'num_neurons': 163, 'l1_reg': 0.00031211434009850486, 'l2_reg': 9.963984803576924e-07}
Trial 617: Value=0.09447648982420292, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 7.707335541726754e-05, 'num_neurons': 174, 'l1_reg': 0.0014522412351782807, 'l2_reg': 1.0410563984294228e-05}
Trial 618: Value=0.655900127219291, Params={'optimizer': 'Ftrl', 'activation_function': 'relu', 'learning_rate': 4.741516850476748e-05, 'num_neurons': 185, 'l1_reg': 0.00012462176535214204, 'l2_reg': 1.5859938560616584e-06}
Trial 619: Value=0.09515471686445731, Params={'optimizer': 'RMSprop', 'activation_function': 'elu', 'learning_rate': 6.438104981518399e-05, 'num_neurons': 156, 'l1_reg': 0.00021708550878754757, 'l2_reg': 5.714433583145093e-06}
Trial 620: Value=0.08613024436674893, Params={'optimizer': 'AdamW', 'activation_function': 'relu', 'learning_rate': 5.197062403054736e-05, 'num_neurons': 200, 'l1_reg': 0.0007232063556441943, 'l2_reg': 1.3674609364394595e-05}
Trial 621: Value=0.10488701066192685, Params={'optimizer': 'RMSprop', 'activation_function': 'tanh', 'learning_rate': 4.399378459024334e-05, 'num_neurons': 167, 'l1_reg': 0.00042151982446309174, 'l2_reg': 3.1285141551626888e-06}
Trial 622: Value=0.06463124061801206, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.423477080271497e-05, 'num_neurons': 146, 'l1_reg': 0.0005181947193645403, 'l2_reg': 9.731243450898303e-06}
Trial 623: Value=0.0980310317455952, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.251644354199468e-05, 'num_neurons': 177, 'l1_reg': 0.001800329918860054, 'l2_reg': 1.3481661172256129e-05}
Trial 624: Value=0.07268320895679285, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.611972232902439e-05, 'num_neurons': 158, 'l1_reg': 0.0008250951030757143, 'l2_reg': 9.090472884383945e-06}
Trial 625: Value=0.08704438782549745, Params={'optimizer': 'RMSprop', 'activation_function': 'gelu', 'learning_rate': 6.910478946944852e-05, 'num_neurons': 149, 'l1_reg': 0.0005618405840253621, 'l2_reg': 4.449600591232071e-06}
Trial 626: Value=0.1006548164106364, Params={'optimizer': 'Adamax', 'activation_function': 'relu', 'learning_rate': 7.417361762508734e-05, 'num_neurons': 183, 'l1_reg': 0.0011238077586212677, 'l2_reg': 1.4823323338378797e-05}
Trial 627: Value=0.07094725588583548, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.780056759629678e-05, 'num_neurons': 168, 'l1_reg': 0.000670836474854933, 'l2_reg': 5.367706694804601e-06}
Trial 628: Value=0.4312195457717183, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.49277226070282e-05, 'num_neurons': 143, 'l1_reg': 0.00027209602158644356, 'l2_reg': 37.89798506820705}
Trial 629: Value=1.8625742719601108, Params={'optimizer': 'Adadelta', 'activation_function': 'relu', 'learning_rate': 6.056324366495283e-05, 'num_neurons': 168, 'l1_reg': 84.54189014508111, 'l2_reg': 1.0017778918998287e-05}
Trial 630: Value=0.06622516306909496, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.499513069415771e-05, 'num_neurons': 155, 'l1_reg': 0.0004980334469954518, 'l2_reg': 1.8004557671659335e-05}
Trial 631: Value=0.6205340449495073, Params={'optimizer': 'Adagrad', 'activation_function': 'relu', 'learning_rate': 8.460356925758243e-05, 'num_neurons': 125, 'l1_reg': 0.0012805740563579203, 'l2_reg': 1.5369004397249083e-05}
Trial 632: Value=0.10480961700909151, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.983986334613222e-05, 'num_neurons': 136, 'l1_reg': 0.002460915160872752, 'l2_reg': 2.1451830483736127e-05}
Trial 633: Value=0.07397286847349777, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.781755317876259e-05, 'num_neurons': 151, 'l1_reg': 0.0008469156735944325, 'l2_reg': 1.915921024290764e-05}
Trial 634: Value=0.0662783118190537, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.057070548337481e-05, 'num_neurons': 191, 'l1_reg': 0.0005428308927605925, 'l2_reg': 3.258228404705027e-05}
Trial 635: Value=0.0771239137982898, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.742773275788859e-05, 'num_neurons': 192, 'l1_reg': 0.0008582188869173028, 'l2_reg': 2.3930428091800418e-05}
Trial 636: Value=0.14158511953874134, Params={'optimizer': 'RMSprop', 'activation_function': 'sigmoid', 'learning_rate': 6.896523076444264e-05, 'num_neurons': 188, 'l1_reg': 0.003925534719116329, 'l2_reg': 3.9957886767312396e-05}
Trial 637: Value=0.06610150729125432, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.938171888059336e-05, 'num_neurons': 199, 'l1_reg': 0.0005552075413906346, 'l2_reg': 3.35220732097697e-05}
Trial 638: Value=0.10041488354479988, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.922692385833103e-05, 'num_neurons': 198, 'l1_reg': 0.001806690407557069, 'l2_reg': 2.866980797534802e-05}
Trial 639: Value=0.07697912796180092, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.410288305355788e-05, 'num_neurons': 113, 'l1_reg': 0.001004606745207407, 'l2_reg': 3.152576563206932e-05}
Trial 640: Value=0.1172288670361737, Params={'optimizer': 'Lion', 'activation_function': 'mish', 'learning_rate': 8.997482052812131e-05, 'num_neurons': 189, 'l1_reg': 0.0005593147080260977, 'l2_reg': 3.3957000761795676e-05}
Trial 641: Value=0.07416368507636022, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.901939073542561e-05, 'num_neurons': 200, 'l1_reg': 0.00021163901636361466, 'l2_reg': 1.4488514814464166e-05}
Trial 642: Value=0.07089088182157327, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 9.033378052266556e-05, 'num_neurons': 129, 'l1_reg': 0.0003718858523833451, 'l2_reg': 3.519499725159357e-05}
Trial 643: Value=1.001044670392398, Params={'optimizer': 'RMSprop', 'activation_function': 'silu', 'learning_rate': 7.924085801562775e-05, 'num_neurons': 144, 'l1_reg': 0.385811479390623, 'l2_reg': 1.659100499599498e-05}
Trial 644: Value=0.08645385654196164, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.422423058029722e-05, 'num_neurons': 200, 'l1_reg': 0.001260068136029608, 'l2_reg': 1.061116623214351e-05}
Trial 645: Value=0.07197438428848453, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.318200524795439e-05, 'num_neurons': 119, 'l1_reg': 0.000657108620755649, 'l2_reg': 2.3561814407729708e-05}
Trial 646: Value=0.06892483906367117, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.186648284996183e-05, 'num_neurons': 136, 'l1_reg': 0.0003210804475455296, 'l2_reg': 3.7738480218458616e-05}
Trial 647: Value=0.13048198056199284, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 1.4208671527501492e-05, 'num_neurons': 154, 'l1_reg': 0.00014070463602985992, 'l2_reg': 3.647415864602867e-05}
Trial 648: Value=0.4537714901804677, Params={'optimizer': 'SGD', 'activation_function': 'relu', 'learning_rate': 7.397211890905288e-05, 'num_neurons': 138, 'l1_reg': 0.00022965821207396762, 'l2_reg': 2.713502554745825e-05}
Trial 649: Value=0.10428876505227432, Params={'optimizer': 'Adam', 'activation_function': 'relu', 'learning_rate': 9.331857100339206e-05, 'num_neurons': 180, 'l1_reg': 0.0001078019306460665, 'l2_reg': 4.1875944852744996e-05}
Trial 650: Value=0.09774626514505452, Params={'optimizer': 'RMSprop', 'activation_function': 'elu', 'learning_rate': 6.839895512427133e-05, 'num_neurons': 161, 'l1_reg': 0.00029985274910828715, 'l2_reg': 2.1286034602259943e-05}
Trial 651: Value=0.11334844414915307, Params={'optimizer': 'AdamW', 'activation_function': 'relu', 'learning_rate': 6.058530225296587e-05, 'num_neurons': 151, 'l1_reg': 0.00016303057843193485, 'l2_reg': 3.6796031734729304e-05}
Trial 652: Value=0.09679132456646257, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.551378330921094e-05, 'num_neurons': 168, 'l1_reg': 7.373912261835475e-05, 'l2_reg': 1.4616427884512958e-05}
Trial 653: Value=0.09521008594075714, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.000610522672322943, 'num_neurons': 136, 'l1_reg': 0.00036965453718917175, 'l2_reg': 1.795380639893518e-05}
Trial 654: Value=0.07015905190421583, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.75293992708858e-05, 'num_neurons': 185, 'l1_reg': 0.00022876114024329713, 'l2_reg': 1.1571658472717012e-05}
Trial 655: Value=0.6522266333448246, Params={'optimizer': 'Ftrl', 'activation_function': 'relu', 'learning_rate': 6.531943488519269e-05, 'num_neurons': 145, 'l1_reg': 0.00042036104918895424, 'l2_reg': 3.0298688567500266e-05}
Trial 656: Value=0.09158344030124554, Params={'optimizer': 'RMSprop', 'activation_function': 'gelu', 'learning_rate': 5.6160573746099334e-05, 'num_neurons': 163, 'l1_reg': 0.000693924896653174, 'l2_reg': 2.0924251337949386e-05}
Trial 657: Value=0.10874261963592659, Params={'optimizer': 'Adamax', 'activation_function': 'tanh', 'learning_rate': 8.914811944581558e-05, 'num_neurons': 177, 'l1_reg': 0.0003084082744820916, 'l2_reg': 9.705439190545718e-06}
Trial 658: Value=0.07421358528988677, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.693487212515449e-05, 'num_neurons': 154, 'l1_reg': 0.00018238416998202702, 'l2_reg': 4.223022735033137e-05}
Trial 659: Value=0.06711035753241548, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.65427309205818e-05, 'num_neurons': 200, 'l1_reg': 0.0004908309908804825, 'l2_reg': 1.5429070523320904e-05}
Trial 660: Value=0.07730215301798361, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.335796573315418e-05, 'num_neurons': 189, 'l1_reg': 0.0008841778269127926, 'l2_reg': 1.3213336794661145e-05}
Trial 661: Value=0.16091262907043932, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.9354708932833554e-05, 'num_neurons': 198, 'l1_reg': 7.84393425220994e-08, 'l2_reg': 8.389396170008583e-06}
Trial 662: Value=1.933870846143906, Params={'optimizer': 'Adadelta', 'activation_function': 'relu', 'learning_rate': 7.938791930600753e-05, 'num_neurons': 182, 'l1_reg': 0.00040356337613103264, 'l2_reg': 1.746531942630124e-05}
Trial 663: Value=0.06863934383309894, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.342078023945449e-05, 'num_neurons': 199, 'l1_reg': 0.00026963303531490337, 'l2_reg': 8.101113351783495e-06}
Trial 664: Value=0.08640816934714483, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 9.188257785303033e-05, 'num_neurons': 200, 'l1_reg': 0.00011126827299360082, 'l2_reg': 6.68422238609337e-06}
Trial 665: Value=0.5720660842670015, Params={'optimizer': 'Adagrad', 'activation_function': 'relu', 'learning_rate': 6.992535305632864e-05, 'num_neurons': 189, 'l1_reg': 0.00021641522524809022, 'l2_reg': 8.744973432343407e-06}
Trial 666: Value=0.1289664536517463, Params={'optimizer': 'RMSprop', 'activation_function': 'sigmoid', 'learning_rate': 5.420979026093536e-05, 'num_neurons': 186, 'l1_reg': 0.0013302974025009991, 'l2_reg': 1.0637061710839387e-05}
Trial 667: Value=0.06904527273410634, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.67280015589129e-05, 'num_neurons': 180, 'l1_reg': 0.0005316197420286719, 'l2_reg': 6.411827323704234e-06}
Trial 668: Value=0.07983865726773898, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.940222455231429e-05, 'num_neurons': 199, 'l1_reg': 0.00017165163310924983, 'l2_reg': 1.1867309053266753e-05}
Trial 669: Value=0.10074512432203268, Params={'optimizer': 'RMSprop', 'activation_function': 'mish', 'learning_rate': 8.18547308821065e-05, 'num_neurons': 176, 'l1_reg': 0.0007975004311227996, 'l2_reg': 7.83254586934201e-06}
Trial 670: Value=0.0706451658866826, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.617389355486133e-05, 'num_neurons': 189, 'l1_reg': 0.00027987276026179505, 'l2_reg': 1.6379374502932274e-05}
Trial 671: Value=0.06689740035457598, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.366221790406416e-05, 'num_neurons': 171, 'l1_reg': 0.0004764889068777817, 'l2_reg': 1.2728360293253964e-05}
