Best trial value: 0.1119150228767402
Best hyperparameters: {'n_estimators': 841, 'max_depth': 9, 'learning_rate': 0.008688414198817005, 'subsample': 0.6242718911640639, 'colsample_bytree': 0.8242586562889879, 'min_child_weight': 1}

All trial results:
Trial 0: Value=0.9844089270935132, Params={'n_estimators': 657, 'max_depth': 6, 'learning_rate': 1.655920386219628e-05, 'subsample': 0.7310636042808303, 'colsample_bytree': 0.6038428788527885, 'min_child_weight': 5}
Trial 606: Value=0.15249192719247748, Params={'n_estimators': 1000, 'max_depth': 6, 'learning_rate': 0.0018561002689077273, 'subsample': 0.598392125331316, 'colsample_bytree': 0.8414577895039619, 'min_child_weight': 1}
Trial 607: Value=0.1140681584682486, Params={'n_estimators': 959, 'max_depth': 6, 'learning_rate': 0.005680573611797873, 'subsample': 0.6165235525127819, 'colsample_bytree': 0.7402607211863366, 'min_child_weight': 1}
Trial 608: Value=0.11437531977088922, Params={'n_estimators': 847, 'max_depth': 7, 'learning_rate': 0.005025506311849687, 'subsample': 0.6071488455276765, 'colsample_bytree': 0.8328398333546932, 'min_child_weight': 1}
Trial 609: Value=0.11405360847322508, Params={'n_estimators': 1000, 'max_depth': 7, 'learning_rate': 0.005974913195731617, 'subsample': 0.5805191683286273, 'colsample_bytree': 0.8190689311640076, 'min_child_weight': 1}
Trial 610: Value=0.11282388613963758, Params={'n_estimators': 971, 'max_depth': 6, 'learning_rate': 0.006634159876307611, 'subsample': 0.6237189163006504, 'colsample_bytree': 0.8527448961375941, 'min_child_weight': 1}
Trial 611: Value=0.11396576429357176, Params={'n_estimators': 938, 'max_depth': 6, 'learning_rate': 0.004723428728921443, 'subsample': 0.6282765775421753, 'colsample_bytree': 0.8405338721048634, 'min_child_weight': 1}
Trial 612: Value=0.11292970585125132, Params={'n_estimators': 977, 'max_depth': 6, 'learning_rate': 0.006111510738393408, 'subsample': 0.6180117292589067, 'colsample_bytree': 0.8475148437296245, 'min_child_weight': 1}
Trial 613: Value=0.11369091825727001, Params={'n_estimators': 974, 'max_depth': 6, 'learning_rate': 0.004904601480325883, 'subsample': 0.6110621709062264, 'colsample_bytree': 0.8281071451680974, 'min_child_weight': 1}
Trial 614: Value=0.11364169298281727, Params={'n_estimators': 977, 'max_depth': 6, 'learning_rate': 0.005497099413675154, 'subsample': 0.6147426879081991, 'colsample_bytree': 0.8469885415342832, 'min_child_weight': 1}
Trial 615: Value=0.1129984008530932, Params={'n_estimators': 978, 'max_depth': 6, 'learning_rate': 0.006070023876283758, 'subsample': 0.5962721740978265, 'colsample_bytree': 0.8264431774605252, 'min_child_weight': 1}
Trial 616: Value=0.11442563699500151, Params={'n_estimators': 979, 'max_depth': 7, 'learning_rate': 0.004331527439736605, 'subsample': 0.603443291595859, 'colsample_bytree': 0.8415924881808429, 'min_child_weight': 1}
Trial 617: Value=0.11320072380437625, Params={'n_estimators': 956, 'max_depth': 6, 'learning_rate': 0.0063241063213060975, 'subsample': 0.621914455649881, 'colsample_bytree': 0.8488677114546899, 'min_child_weight': 1}
Trial 618: Value=0.11332882319784393, Params={'n_estimators': 997, 'max_depth': 6, 'learning_rate': 0.005560639955637931, 'subsample': 0.5928641715809225, 'colsample_bytree': 0.8104531479172458, 'min_child_weight': 1}
Trial 619: Value=0.1130070526667138, Params={'n_estimators': 957, 'max_depth': 6, 'learning_rate': 0.006591169589579415, 'subsample': 0.610762277206966, 'colsample_bytree': 0.8385071331046596, 'min_child_weight': 1}
Trial 620: Value=0.11347281723372049, Params={'n_estimators': 1000, 'max_depth': 6, 'learning_rate': 0.005008561761648438, 'subsample': 0.621397841164283, 'colsample_bytree': 0.8286029485525034, 'min_child_weight': 1}
Trial 621: Value=0.11594126923318747, Params={'n_estimators': 962, 'max_depth': 7, 'learning_rate': 0.003821383323038698, 'subsample': 0.5852463278352854, 'colsample_bytree': 0.8516696352161534, 'min_child_weight': 1}
Trial 622: Value=0.11290489536898114, Params={'n_estimators': 981, 'max_depth': 6, 'learning_rate': 0.006652378411527476, 'subsample': 0.629251098902046, 'colsample_bytree': 0.8361463679922965, 'min_child_weight': 1}
Trial 623: Value=0.20706932034149764, Params={'n_estimators': 980, 'max_depth': 6, 'learning_rate': 0.0013491358671463007, 'subsample': 0.6278806109903439, 'colsample_bytree': 0.8332372639540242, 'min_child_weight': 1}
Trial 624: Value=0.11336988356153334, Params={'n_estimators': 952, 'max_depth': 7, 'learning_rate': 0.005357637309552017, 'subsample': 0.6125791382647062, 'colsample_bytree': 0.8148462549828438, 'min_child_weight': 1}
Trial 625: Value=0.112952738824508, Params={'n_estimators': 1000, 'max_depth': 6, 'learning_rate': 0.006061264222449567, 'subsample': 0.6297467731321442, 'colsample_bytree': 0.8182161985442555, 'min_child_weight': 1}
Trial 626: Value=0.11414059351276216, Params={'n_estimators': 983, 'max_depth': 6, 'learning_rate': 0.004632488541210725, 'subsample': 0.6255403596274097, 'colsample_bytree': 0.8176019523614827, 'min_child_weight': 1}
Trial 627: Value=0.11311104899302617, Params={'n_estimators': 964, 'max_depth': 6, 'learning_rate': 0.0056585573531972395, 'subsample': 0.6321482859196966, 'colsample_bytree': 0.8039906263672489, 'min_child_weight': 1}
Trial 628: Value=0.11406225513949247, Params={'n_estimators': 985, 'max_depth': 6, 'learning_rate': 0.004216687090992824, 'subsample': 0.617673292898665, 'colsample_bytree': 0.8224826398533348, 'min_child_weight': 1}
Trial 629: Value=0.11314599475868176, Params={'n_estimators': 942, 'max_depth': 6, 'learning_rate': 0.006140763918156582, 'subsample': 0.6023254071048129, 'colsample_bytree': 0.8065222858012255, 'min_child_weight': 1}
Trial 630: Value=0.11365304538026887, Params={'n_estimators': 999, 'max_depth': 6, 'learning_rate': 0.005163262148774239, 'subsample': 0.6297367126686378, 'colsample_bytree': 0.7985362693075904, 'min_child_weight': 1}
Trial 631: Value=0.1130243796167179, Params={'n_estimators': 969, 'max_depth': 7, 'learning_rate': 0.006178408812992212, 'subsample': 0.6147781666859072, 'colsample_bytree': 0.8212527877513074, 'min_child_weight': 1}
Trial 632: Value=0.11329860419088766, Params={'n_estimators': 969, 'max_depth': 6, 'learning_rate': 0.0062967203587666444, 'subsample': 0.5664278980686875, 'colsample_bytree': 0.8311195168648824, 'min_child_weight': 1}
Trial 633: Value=0.11340078291759909, Params={'n_estimators': 987, 'max_depth': 6, 'learning_rate': 0.005245423486985491, 'subsample': 0.6306985122662363, 'colsample_bytree': 0.8315256857019515, 'min_child_weight': 1}
Trial 634: Value=0.1132201729866991, Params={'n_estimators': 999, 'max_depth': 6, 'learning_rate': 0.006837565922951851, 'subsample': 0.6044464208284904, 'colsample_bytree': 0.8390926252292586, 'min_child_weight': 1}
Trial 635: Value=0.11323522388298486, Params={'n_estimators': 947, 'max_depth': 7, 'learning_rate': 0.006904844961846404, 'subsample': 0.6153161946993604, 'colsample_bytree': 0.8136026666966693, 'min_child_weight': 1}
Trial 636: Value=0.13076266252453114, Params={'n_estimators': 979, 'max_depth': 6, 'learning_rate': 0.0024807830752343793, 'subsample': 0.5465884830657168, 'colsample_bytree': 0.8229617829544766, 'min_child_weight': 1}
Trial 637: Value=0.11434980809481154, Params={'n_estimators': 926, 'max_depth': 8, 'learning_rate': 0.004691351583195319, 'subsample': 0.6227925454748465, 'colsample_bytree': 0.8466716292383911, 'min_child_weight': 1}
Trial 638: Value=0.11313134528012836, Params={'n_estimators': 958, 'max_depth': 6, 'learning_rate': 0.005699980844676082, 'subsample': 0.5927892991819632, 'colsample_bytree': 0.8369814379916588, 'min_child_weight': 1}
Trial 639: Value=0.11376650696465511, Params={'n_estimators': 1000, 'max_depth': 6, 'learning_rate': 0.006894249960416061, 'subsample': 0.6347680460742047, 'colsample_bytree': 0.7668651128467419, 'min_child_weight': 1}
Trial 640: Value=0.11275993105758765, Params={'n_estimators': 980, 'max_depth': 7, 'learning_rate': 0.0059007698555928086, 'subsample': 0.6074778659081471, 'colsample_bytree': 0.8503030469124566, 'min_child_weight': 1}
Trial 641: Value=0.11522204584016409, Params={'n_estimators': 933, 'max_depth': 7, 'learning_rate': 0.004102295052179361, 'subsample': 0.6030891940093754, 'colsample_bytree': 0.853544955534529, 'min_child_weight': 1}
Trial 642: Value=0.11306221223610495, Params={'n_estimators': 954, 'max_depth': 7, 'learning_rate': 0.007110813732989876, 'subsample': 0.5817211957557445, 'colsample_bytree': 0.8513205591286672, 'min_child_weight': 1}
Trial 643: Value=0.1135407329916951, Params={'n_estimators': 975, 'max_depth': 7, 'learning_rate': 0.0050507144750074695, 'subsample': 0.5899070555458196, 'colsample_bytree': 0.850739381787096, 'min_child_weight': 1}
Trial 644: Value=0.34350716404840825, Params={'n_estimators': 964, 'max_depth': 7, 'learning_rate': 0.0008195907167443081, 'subsample': 0.604733800961171, 'colsample_bytree': 0.8393670101882252, 'min_child_weight': 1}
Trial 645: Value=0.11269949610657161, Params={'n_estimators': 982, 'max_depth': 8, 'learning_rate': 0.005730567226049126, 'subsample': 0.5956732994266678, 'colsample_bytree': 0.8427724262136126, 'min_child_weight': 1}
Trial 646: Value=0.11369896441096523, Params={'n_estimators': 981, 'max_depth': 8, 'learning_rate': 0.004868701741375414, 'subsample': 0.5725599372612772, 'colsample_bytree': 0.8426520710361118, 'min_child_weight': 1}
Trial 647: Value=0.11422961425537247, Params={'n_estimators': 979, 'max_depth': 8, 'learning_rate': 0.004408940129270567, 'subsample': 0.5941176258536803, 'colsample_bytree': 0.834241480934499, 'min_child_weight': 1}
Trial 648: Value=0.11359511044081333, Params={'n_estimators': 948, 'max_depth': 9, 'learning_rate': 0.005605512776951507, 'subsample': 0.5847634537299317, 'colsample_bytree': 0.8456458951419917, 'min_child_weight': 1}
Trial 649: Value=0.11336616329772294, Params={'n_estimators': 961, 'max_depth': 8, 'learning_rate': 0.005863028807481388, 'subsample': 0.6013718925220646, 'colsample_bytree': 0.8394955720415055, 'min_child_weight': 1}
Trial 650: Value=0.11272139723742514, Params={'n_estimators': 981, 'max_depth': 8, 'learning_rate': 0.006352888618548578, 'subsample': 0.6081161025847451, 'colsample_bytree': 0.8309940911486933, 'min_child_weight': 1}
Trial 651: Value=0.11772020370142111, Params={'n_estimators': 982, 'max_depth': 9, 'learning_rate': 0.0035585068831187946, 'subsample': 0.5952098253995806, 'colsample_bytree': 0.8253864908909161, 'min_child_weight': 1}
Trial 652: Value=0.1136555533250963, Params={'n_estimators': 978, 'max_depth': 8, 'learning_rate': 0.005263151257906548, 'subsample': 0.6090162740678505, 'colsample_bytree': 0.8290106530261779, 'min_child_weight': 1}
Trial 653: Value=0.11432610870488415, Params={'n_estimators': 960, 'max_depth': 7, 'learning_rate': 0.004448012396942271, 'subsample': 0.6075719873673836, 'colsample_bytree': 0.8385824659521115, 'min_child_weight': 1}
Trial 654: Value=0.11342634636820931, Params={'n_estimators': 999, 'max_depth': 8, 'learning_rate': 0.00590393658603646, 'subsample': 0.5849257895270069, 'colsample_bytree': 0.8287468779130902, 'min_child_weight': 1}
Trial 655: Value=0.11378305857363154, Params={'n_estimators': 931, 'max_depth': 8, 'learning_rate': 0.005150256784315478, 'subsample': 0.598309580060348, 'colsample_bytree': 0.8458864999434821, 'min_child_weight': 1}
Trial 656: Value=0.11368380622743825, Params={'n_estimators': 945, 'max_depth': 8, 'learning_rate': 0.006391901621794864, 'subsample': 0.6157183124496309, 'colsample_bytree': 0.8539918548631548, 'min_child_weight': 1}
Trial 657: Value=0.11833858471767832, Params={'n_estimators': 965, 'max_depth': 9, 'learning_rate': 0.0039367784727351845, 'subsample': 0.6138796042116877, 'colsample_bytree': 0.832719580422333, 'min_child_weight': 7}
Trial 658: Value=0.11639370745254866, Params={'n_estimators': 981, 'max_depth': 8, 'learning_rate': 0.006148813621287798, 'subsample': 0.5768827171459509, 'colsample_bytree': 0.8154601307729947, 'min_child_weight': 6}
Trial 659: Value=0.1141498604461158, Params={'n_estimators': 979, 'max_depth': 7, 'learning_rate': 0.005294633124727165, 'subsample': 0.5970846426082658, 'colsample_bytree': 0.7888608580131494, 'min_child_weight': 1}
Trial 660: Value=0.11311699689313932, Params={'n_estimators': 947, 'max_depth': 9, 'learning_rate': 0.006823437774154407, 'subsample': 0.6181770115437174, 'colsample_bytree': 0.8442178853709152, 'min_child_weight': 1}
Trial 661: Value=0.11457124638639583, Params={'n_estimators': 984, 'max_depth': 7, 'learning_rate': 0.004586490075118811, 'subsample': 0.6102300124764936, 'colsample_bytree': 0.8585313442516285, 'min_child_weight': 1}
Trial 662: Value=0.11381469901223255, Params={'n_estimators': 965, 'max_depth': 10, 'learning_rate': 0.005857996800995516, 'subsample': 0.5940246670747865, 'colsample_bytree': 0.7751075576076881, 'min_child_weight': 1}
Trial 663: Value=0.7936483295043936, Params={'n_estimators': 997, 'max_depth': 14, 'learning_rate': 0.00015547692107846075, 'subsample': 0.6039619676317957, 'colsample_bytree': 0.8245676386492938, 'min_child_weight': 5}
Trial 664: Value=0.11288172724318311, Params={'n_estimators': 916, 'max_depth': 8, 'learning_rate': 0.006710813211542026, 'subsample': 0.6214836556958923, 'colsample_bytree': 0.834777481500483, 'min_child_weight': 1}
Trial 665: Value=0.1130256588461523, Params={'n_estimators': 895, 'max_depth': 8, 'learning_rate': 0.007189043477389406, 'subsample': 0.6087900133308087, 'colsample_bytree': 0.811002366822593, 'min_child_weight': 1}
Trial 666: Value=0.11300947604512639, Params={'n_estimators': 920, 'max_depth': 8, 'learning_rate': 0.007297968073687817, 'subsample': 0.5876932334566668, 'colsample_bytree': 0.8307753657033737, 'min_child_weight': 1}
Trial 667: Value=0.8668892269095393, Params={'n_estimators': 899, 'max_depth': 8, 'learning_rate': 0.00010517333829195892, 'subsample': 0.6185361980499886, 'colsample_bytree': 0.8556493438350354, 'min_child_weight': 1}
Trial 668: Value=0.12185478121200151, Params={'n_estimators': 917, 'max_depth': 8, 'learning_rate': 0.0031941436577311703, 'subsample': 0.5688190168415403, 'colsample_bytree': 0.819128954199733, 'min_child_weight': 1}
Trial 669: Value=0.11252993306825876, Params={'n_estimators': 935, 'max_depth': 9, 'learning_rate': 0.0067024574609065865, 'subsample': 0.5952355832197543, 'colsample_bytree': 0.8365239473188563, 'min_child_weight': 1}
Trial 670: Value=0.11402209894979803, Params={'n_estimators': 934, 'max_depth': 9, 'learning_rate': 0.0053086076529881305, 'subsample': 0.5779082774322694, 'colsample_bytree': 0.833231662878811, 'min_child_weight': 1}
Trial 671: Value=0.11301663870071511, Params={'n_estimators': 915, 'max_depth': 8, 'learning_rate': 0.00674712329218073, 'subsample': 0.5963140803085017, 'colsample_bytree': 0.8254074541678745, 'min_child_weight': 1}
Trial 672: Value=0.11408727176712323, Params={'n_estimators': 938, 'max_depth': 10, 'learning_rate': 0.006372233028114115, 'subsample': 0.5843105259244813, 'colsample_bytree': 0.8001671642907363, 'min_child_weight': 1}
Trial 673: Value=0.11348140343648448, Params={'n_estimators': 944, 'max_depth': 9, 'learning_rate': 0.005902378614098731, 'subsample': 0.6027091188341985, 'colsample_bytree': 0.842771781707783, 'min_child_weight': 1}
Trial 674: Value=0.9353322478046583, Params={'n_estimators': 916, 'max_depth': 9, 'learning_rate': 4.8697522716121375e-05, 'subsample': 0.5913658848736066, 'colsample_bytree': 0.8378327974697866, 'min_child_weight': 1}
Trial 675: Value=0.11446535310489687, Params={'n_estimators': 956, 'max_depth': 8, 'learning_rate': 0.004695154386334485, 'subsample': 0.6088609768483213, 'colsample_bytree': 0.8483606625026535, 'min_child_weight': 1}
Trial 676: Value=0.1140369217210952, Params={'n_estimators': 934, 'max_depth': 10, 'learning_rate': 0.007316356291476877, 'subsample': 0.5589029569754841, 'colsample_bytree': 0.8103045465068996, 'min_child_weight': 1}
Trial 677: Value=0.11357171941090351, Params={'n_estimators': 962, 'max_depth': 9, 'learning_rate': 0.005444653071685402, 'subsample': 0.6237483164263453, 'colsample_bytree': 0.8342487103145878, 'min_child_weight': 1}
Trial 678: Value=0.11737001847086992, Params={'n_estimators': 965, 'max_depth': 8, 'learning_rate': 0.006778929341103903, 'subsample': 0.6018686652086924, 'colsample_bytree': 0.5868321715763241, 'min_child_weight': 1}
Trial 679: Value=0.11285663550249891, Params={'n_estimators': 941, 'max_depth': 8, 'learning_rate': 0.006526388776756032, 'subsample': 0.5882665064061633, 'colsample_bytree': 0.8233572089102202, 'min_child_weight': 1}
Trial 680: Value=0.12056300582719842, Params={'n_estimators': 904, 'max_depth': 8, 'learning_rate': 0.0075846768056386325, 'subsample': 0.5834716118560557, 'colsample_bytree': 0.8151101267108432, 'min_child_weight': 8}
Trial 681: Value=0.11322170242657324, Params={'n_estimators': 943, 'max_depth': 8, 'learning_rate': 0.006631568670582209, 'subsample': 0.5709576056769969, 'colsample_bytree': 0.8194781382369153, 'min_child_weight': 1}
Trial 682: Value=0.11282979481567078, Params={'n_estimators': 940, 'max_depth': 8, 'learning_rate': 0.007232046963547724, 'subsample': 0.578170595214374, 'colsample_bytree': 0.8294486218166665, 'min_child_weight': 1}
Trial 683: Value=0.1142240498033114, Params={'n_estimators': 924, 'max_depth': 8, 'learning_rate': 0.005151338154793592, 'subsample': 0.5662106220468337, 'colsample_bytree': 0.8240131148674557, 'min_child_weight': 1}
Trial 684: Value=0.6527177396092619, Params={'n_estimators': 892, 'max_depth': 8, 'learning_rate': 0.00032928143491165146, 'subsample': 0.5768414023617057, 'colsample_bytree': 0.8039428507322693, 'min_child_weight': 1}
Trial 685: Value=0.11328791092299717, Params={'n_estimators': 911, 'max_depth': 8, 'learning_rate': 0.005771679804336847, 'subsample': 0.5889351027121006, 'colsample_bytree': 0.8230906185556848, 'min_child_weight': 1}
