Best trial value: 0.004615970840620621
Best hyperparameters: {'hidden_dim': 60, 'num_layers': 2, 'learning_rate': 0.0002759469773922751, 'weight_decay': 0.00046458743267201614, 'dropout_rate': 0.1304723152999592, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}

All trial results:
Trial 0: Value=0.008825693751038107, Params={'hidden_dim': 24, 'num_layers': 7, 'learning_rate': 0.0004669048821018693, 'weight_decay': 1.1553883993917037e-07, 'dropout_rate': 0.4594460220075136, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 570: Value=0.004867735742749187, Params={'hidden_dim': 94, 'num_layers': 4, 'learning_rate': 9.844644527097315e-05, 'weight_decay': 0.000548563351427224, 'dropout_rate': 0.16862845410949273, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 571: Value=0.02902333922556269, Params={'hidden_dim': 88, 'num_layers': 5, 'learning_rate': 0.0001347569402175865, 'weight_decay': 0.0008679010210533431, 'dropout_rate': 0.17640588645129937, 'optimizer': 'SGD', 'activation_function': 'leaky_relu'}
Trial 572: Value=0.004827207078050511, Params={'hidden_dim': 82, 'num_layers': 4, 'learning_rate': 0.0001458564351185117, 'weight_decay': 0.0005395237483904985, 'dropout_rate': 0.17917826289157876, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 573: Value=0.004733173530874545, Params={'hidden_dim': 79, 'num_layers': 4, 'learning_rate': 0.00011744411247921074, 'weight_decay': 0.0004930274944910515, 'dropout_rate': 0.1501040209629711, 'optimizer': 'RMSprop', 'activation_function': 'relu'}
Trial 574: Value=0.006080533539060268, Params={'hidden_dim': 75, 'num_layers': 5, 'learning_rate': 0.00013105324906431944, 'weight_decay': 0.0007180146642259323, 'dropout_rate': 0.16457377325657957, 'optimizer': 'RAdam', 'activation_function': 'leaky_relu'}
Trial 575: Value=0.0048964294901670535, Params={'hidden_dim': 92, 'num_layers': 4, 'learning_rate': 0.00016604478899783697, 'weight_decay': 0.0009374672507879074, 'dropout_rate': 0.19786978484154719, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 576: Value=0.004795489722856174, Params={'hidden_dim': 84, 'num_layers': 4, 'learning_rate': 0.00014621283124929005, 'weight_decay': 0.0006292386184738899, 'dropout_rate': 0.17150712128870374, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 577: Value=0.051718713428125486, Params={'hidden_dim': 104, 'num_layers': 4, 'learning_rate': 1.4228185011190414e-05, 'weight_decay': 0.00040760038969514685, 'dropout_rate': 0.1608332072070619, 'optimizer': 'Adam', 'activation_function': 'leaky_relu'}
Trial 578: Value=0.011838654146873418, Params={'hidden_dim': 77, 'num_layers': 6, 'learning_rate': 0.0001190720496663708, 'weight_decay': 0.0004672423617063456, 'dropout_rate': 0.16148379962124, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 579: Value=0.004712604849429644, Params={'hidden_dim': 73, 'num_layers': 3, 'learning_rate': 0.0001571731700830381, 'weight_decay': 0.0006371735780606709, 'dropout_rate': 0.18552827938677535, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 580: Value=0.0050800480244762025, Params={'hidden_dim': 87, 'num_layers': 4, 'learning_rate': 0.00018070878478354202, 'weight_decay': 0.0010627521315267057, 'dropout_rate': 0.1570194529533735, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 581: Value=0.0048210524391020726, Params={'hidden_dim': 78, 'num_layers': 3, 'learning_rate': 0.00013982741741121047, 'weight_decay': 0.00045813079816885426, 'dropout_rate': 0.14655949728616144, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 582: Value=0.00603523515719908, Params={'hidden_dim': 78, 'num_layers': 4, 'learning_rate': 0.00010550990908960662, 'weight_decay': 0.000746276864862081, 'dropout_rate': 0.16614688615026876, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 583: Value=0.004713611173116147, Params={'hidden_dim': 98, 'num_layers': 3, 'learning_rate': 0.00018519702645167585, 'weight_decay': 0.0005681329603360026, 'dropout_rate': 0.17248183172491663, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 584: Value=0.004785299079945097, Params={'hidden_dim': 84, 'num_layers': 3, 'learning_rate': 0.0001582120451492164, 'weight_decay': 0.0003530431813964075, 'dropout_rate': 0.1508811713720818, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 585: Value=0.012551726973499685, Params={'hidden_dim': 70, 'num_layers': 5, 'learning_rate': 0.00012649254732911158, 'weight_decay': 3.7752911833209753e-07, 'dropout_rate': 0.14460692450265306, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 586: Value=0.004846638211847758, Params={'hidden_dim': 74, 'num_layers': 3, 'learning_rate': 0.0002041265511076732, 'weight_decay': 0.0008918184306215667, 'dropout_rate': 0.15821038900952267, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 587: Value=0.0048940451081868645, Params={'hidden_dim': 30, 'num_layers': 4, 'learning_rate': 0.0001737288238072043, 'weight_decay': 0.0004295195873195727, 'dropout_rate': 0.14022713876368428, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 588: Value=0.017819530681275793, Params={'hidden_dim': 74, 'num_layers': 8, 'learning_rate': 0.0001414557686884691, 'weight_decay': 0.0006428722741419122, 'dropout_rate': 0.1513951882858327, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 589: Value=0.005129421005266183, Params={'hidden_dim': 90, 'num_layers': 3, 'learning_rate': 0.0001928744627151402, 'weight_decay': 0.0014505048721437312, 'dropout_rate': 0.1380293009660722, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 590: Value=0.005256831712519709, Params={'hidden_dim': 80, 'num_layers': 4, 'learning_rate': 0.000622383689928363, 'weight_decay': 0.00032862179029272506, 'dropout_rate': 0.4237902065185091, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 591: Value=0.007631142988104911, Params={'hidden_dim': 17, 'num_layers': 3, 'learning_rate': 8.806582035135056e-05, 'weight_decay': 0.00048638291245601314, 'dropout_rate': 0.14896392286602977, 'optimizer': 'RMSprop', 'activation_function': 'tanh'}
Trial 592: Value=0.023916079673404218, Params={'hidden_dim': 108, 'num_layers': 3, 'learning_rate': 6.468381264005313e-05, 'weight_decay': 0.0008054494254411658, 'dropout_rate': 0.23487496094559454, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 593: Value=0.02414607132363199, Params={'hidden_dim': 71, 'num_layers': 4, 'learning_rate': 2.4434240087083274e-05, 'weight_decay': 0.0002953532319764215, 'dropout_rate': 0.1090183072416363, 'optimizer': 'AdamW', 'activation_function': 'leaky_relu'}
Trial 594: Value=0.004705281160143004, Params={'hidden_dim': 83, 'num_layers': 3, 'learning_rate': 0.00015581117206161092, 'weight_decay': 0.000425287370264868, 'dropout_rate': 0.27147784797897334, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 595: Value=0.013464516397950863, Params={'hidden_dim': 96, 'num_layers': 3, 'learning_rate': 0.00011129643106259659, 'weight_decay': 0.0003825007655117773, 'dropout_rate': 0.24170802870127758, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 596: Value=0.012612358900176148, Params={'hidden_dim': 83, 'num_layers': 4, 'learning_rate': 0.00012749439717532008, 'weight_decay': 0.00027107576257245425, 'dropout_rate': 0.16779313625777786, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 597: Value=0.004766946432770359, Params={'hidden_dim': 119, 'num_layers': 3, 'learning_rate': 0.00015300175114469822, 'weight_decay': 0.000385099247278057, 'dropout_rate': 0.28522703375150177, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 598: Value=0.0047449424142359635, Params={'hidden_dim': 90, 'num_layers': 3, 'learning_rate': 0.00015557547562623873, 'weight_decay': 0.0005023877396589086, 'dropout_rate': 0.15734730173607883, 'optimizer': 'RMSprop', 'activation_function': 'relu'}
Trial 599: Value=0.021583088798894017, Params={'hidden_dim': 87, 'num_layers': 19, 'learning_rate': 0.0001341682824333147, 'weight_decay': 0.0002867267111073444, 'dropout_rate': 0.18074602366636747, 'optimizer': 'SGD', 'activation_function': 'leaky_relu'}
Trial 600: Value=0.004626126485006298, Params={'hidden_dim': 82, 'num_layers': 3, 'learning_rate': 0.000170383214061886, 'weight_decay': 0.0004436148794721713, 'dropout_rate': 0.3335498272753487, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 601: Value=0.005047892280144857, Params={'hidden_dim': 96, 'num_layers': 5, 'learning_rate': 0.00016648040086222245, 'weight_decay': 0.0006056779595159669, 'dropout_rate': 0.13700772427979746, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 602: Value=0.004801033592095982, Params={'hidden_dim': 75, 'num_layers': 4, 'learning_rate': 0.00018558822852795802, 'weight_decay': 0.0003448123016299435, 'dropout_rate': 0.14447043605079057, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 603: Value=0.005702822176711017, Params={'hidden_dim': 80, 'num_layers': 3, 'learning_rate': 0.00018328441939583122, 'weight_decay': 0.00021298479147129372, 'dropout_rate': 0.13214435603260052, 'optimizer': 'RAdam', 'activation_function': 'leaky_relu'}
Trial 604: Value=0.004887954828461363, Params={'hidden_dim': 102, 'num_layers': 3, 'learning_rate': 0.00010310339640207004, 'weight_decay': 0.00048776205873642624, 'dropout_rate': 0.4483144180496916, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 605: Value=0.006013781549867852, Params={'hidden_dim': 70, 'num_layers': 4, 'learning_rate': 0.00013760109369914645, 'weight_decay': 0.0007211799936645703, 'dropout_rate': 0.3102709287324127, 'optimizer': 'Adam', 'activation_function': 'leaky_relu'}
Trial 606: Value=0.004767107357888136, Params={'hidden_dim': 92, 'num_layers': 3, 'learning_rate': 0.00021076948070847764, 'weight_decay': 0.0002789315493520642, 'dropout_rate': 0.2985981322300384, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 607: Value=0.005537476353097614, Params={'hidden_dim': 68, 'num_layers': 5, 'learning_rate': 0.00011736467001895622, 'weight_decay': 0.0010215001209880907, 'dropout_rate': 0.21476768517076394, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 608: Value=0.012870532340835216, Params={'hidden_dim': 76, 'num_layers': 3, 'learning_rate': 0.00019488192107945036, 'weight_decay': 0.0005595096316196701, 'dropout_rate': 0.34611704944665206, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 609: Value=0.005797938022688788, Params={'hidden_dim': 84, 'num_layers': 4, 'learning_rate': 0.00016922900151418568, 'weight_decay': 0.00042527469120238424, 'dropout_rate': 0.47273591503297646, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 610: Value=0.031590747849203155, Params={'hidden_dim': 70, 'num_layers': 2, 'learning_rate': 0.0001461753062133154, 'weight_decay': 0.00033829016923838767, 'dropout_rate': 0.33440343826140495, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 611: Value=0.004663597051947774, Params={'hidden_dim': 79, 'num_layers': 3, 'learning_rate': 0.0002098191971322586, 'weight_decay': 0.0007537427926376531, 'dropout_rate': 0.1051229838653003, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 612: Value=0.005065164882020541, Params={'hidden_dim': 89, 'num_layers': 3, 'learning_rate': 0.0002150063106407897, 'weight_decay': 0.001151087745248722, 'dropout_rate': 0.10670208512894956, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 613: Value=0.004716715763995319, Params={'hidden_dim': 80, 'num_layers': 2, 'learning_rate': 0.0002202613293309705, 'weight_decay': 0.000858336653213624, 'dropout_rate': 0.10589324831019954, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 614: Value=0.00495225287395747, Params={'hidden_dim': 81, 'num_layers': 4, 'learning_rate': 0.0002041821078385766, 'weight_decay': 0.0006972873763483727, 'dropout_rate': 0.10722689520869155, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 615: Value=0.004949645998356101, Params={'hidden_dim': 88, 'num_layers': 3, 'learning_rate': 0.0001757078009442306, 'weight_decay': 0.0011232955283087544, 'dropout_rate': 0.3617472808636733, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 616: Value=0.01583777675609802, Params={'hidden_dim': 76, 'num_layers': 2, 'learning_rate': 0.00023826881713663023, 'weight_decay': 0.00018176107397375324, 'dropout_rate': 0.11229521759616282, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 617: Value=0.006387855815571844, Params={'hidden_dim': 94, 'num_layers': 3, 'learning_rate': 0.0003936212616570117, 'weight_decay': 0.00143663496053676, 'dropout_rate': 0.1031626398180558, 'optimizer': 'RMSprop', 'activation_function': 'tanh'}
Trial 618: Value=0.005815760764294565, Params={'hidden_dim': 85, 'num_layers': 4, 'learning_rate': 0.0001245505942635969, 'weight_decay': 0.0017776005345687261, 'dropout_rate': 0.11099419731447246, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 619: Value=0.026120828207148828, Params={'hidden_dim': 74, 'num_layers': 3, 'learning_rate': 0.00015588477367473453, 'weight_decay': 1.1861739297600658e-07, 'dropout_rate': 0.11588842383825124, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 620: Value=0.004734048660824615, Params={'hidden_dim': 81, 'num_layers': 2, 'learning_rate': 0.00019647393412330972, 'weight_decay': 0.0008314526396780446, 'dropout_rate': 0.10132595174979701, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 621: Value=0.009761755492069646, Params={'hidden_dim': 101, 'num_layers': 4, 'learning_rate': 0.00027098761863734755, 'weight_decay': 0.004465522236146433, 'dropout_rate': 0.32111574747845234, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 622: Value=0.014023861874140649, Params={'hidden_dim': 199, 'num_layers': 3, 'learning_rate': 0.00022809318617331723, 'weight_decay': 0.0006387542606358814, 'dropout_rate': 0.3298190512032797, 'optimizer': 'AdamW', 'activation_function': 'relu'}
Trial 623: Value=0.03753029632308869, Params={'hidden_dim': 74, 'num_layers': 2, 'learning_rate': 0.000172415224149742, 'weight_decay': 0.00024090990908705938, 'dropout_rate': 0.1185945012703807, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 624: Value=0.0048314338160921596, Params={'hidden_dim': 87, 'num_layers': 3, 'learning_rate': 0.0003472035921436971, 'weight_decay': 0.0004304023948194224, 'dropout_rate': 0.10026451721138187, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 625: Value=0.02996209534773101, Params={'hidden_dim': 79, 'num_layers': 2, 'learning_rate': 9.781399563314064e-05, 'weight_decay': 0.0005477821649140315, 'dropout_rate': 0.11403912224691058, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 626: Value=0.011887914542582432, Params={'hidden_dim': 69, 'num_layers': 10, 'learning_rate': 0.0001368173454440569, 'weight_decay': 0.0003263397676880012, 'dropout_rate': 0.17679295147031363, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 627: Value=0.005286212374691328, Params={'hidden_dim': 67, 'num_layers': 5, 'learning_rate': 0.00047607500238716177, 'weight_decay': 0.0008716233057776996, 'dropout_rate': 0.1240328541872617, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 628: Value=0.004762149665541223, Params={'hidden_dim': 93, 'num_layers': 3, 'learning_rate': 0.0002975462821181526, 'weight_decay': 0.00043568126264206087, 'dropout_rate': 0.10044374567632845, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 629: Value=0.036187092668536015, Params={'hidden_dim': 73, 'num_layers': 4, 'learning_rate': 0.0001922865096027719, 'weight_decay': 0.00024670111537648153, 'dropout_rate': 0.16352776458117074, 'optimizer': 'SGD', 'activation_function': 'leaky_relu'}
Trial 630: Value=0.005772854768846795, Params={'hidden_dim': 65, 'num_layers': 2, 'learning_rate': 0.00026093564552174994, 'weight_decay': 0.000638544130753531, 'dropout_rate': 0.11139822399916453, 'optimizer': 'RAdam', 'activation_function': 'leaky_relu'}
Trial 631: Value=0.017246821876245412, Params={'hidden_dim': 79, 'num_layers': 4, 'learning_rate': 0.00015468278694738265, 'weight_decay': 0.00034621879032788183, 'dropout_rate': 0.11591505175212201, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 632: Value=0.005892401963902648, Params={'hidden_dim': 86, 'num_layers': 3, 'learning_rate': 0.00021513784343600608, 'weight_decay': 0.001156680169147171, 'dropout_rate': 0.10832153154363679, 'optimizer': 'Adam', 'activation_function': 'leaky_relu'}
Trial 633: Value=0.014070693168552481, Params={'hidden_dim': 72, 'num_layers': 3, 'learning_rate': 0.0001112805676540897, 'weight_decay': 0.000518163145568041, 'dropout_rate': 0.15266680198686441, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 634: Value=0.004786775411457549, Params={'hidden_dim': 66, 'num_layers': 2, 'learning_rate': 0.00017482854078413278, 'weight_decay': 0.0006891392106102956, 'dropout_rate': 0.120649246962, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 635: Value=0.005018404707989875, Params={'hidden_dim': 77, 'num_layers': 4, 'learning_rate': 0.0003916181097332491, 'weight_decay': 0.00020332131233722722, 'dropout_rate': 0.130812616322058, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 636: Value=0.004648074024552113, Params={'hidden_dim': 83, 'num_layers': 3, 'learning_rate': 0.00023123857772929524, 'weight_decay': 0.00040778348834974557, 'dropout_rate': 0.14371092732391208, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 637: Value=0.0048506874465745085, Params={'hidden_dim': 104, 'num_layers': 3, 'learning_rate': 0.00029779975289558877, 'weight_decay': 0.0004682096070649738, 'dropout_rate': 0.1436772901626722, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 638: Value=0.00815643749049017, Params={'hidden_dim': 86, 'num_layers': 12, 'learning_rate': 0.00013903672046188827, 'weight_decay': 0.0009335351249452018, 'dropout_rate': 0.16072415489904424, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 639: Value=0.004782096750431355, Params={'hidden_dim': 91, 'num_layers': 2, 'learning_rate': 0.00024723528608910743, 'weight_decay': 0.0007242235885490245, 'dropout_rate': 0.1512815725780168, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 640: Value=0.006909587504754737, Params={'hidden_dim': 95, 'num_layers': 9, 'learning_rate': 0.00019374002732502234, 'weight_decay': 0.0005683810303872168, 'dropout_rate': 0.14882228733846367, 'optimizer': 'NAdam', 'activation_function': 'tanh'}
